parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:1276578
pvalue,0.6217915
mouse_life_stage,Early adult
gene_symbol,Gfi1b
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,uf8xr58964788el
