parameter_id,JAX_OFD_014_001
gene_symbol,Lpgat1
pvalue,0.1400864
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_name,Center distance travelled
gene_accession_id,MGI:2446186
analysis_id,l9c8x4642xrxf3x
