parameter_id,MGP_CSD_030_001
pvalue,0.8017153
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_symbol,Zyg11b
analysis_id,595p5bm3v06baih
gene_accession_id,MGI:2685277
parameter_name,Limb coat/hair presence
