mouse_strain,C57BL
parameter_id,IMPC_GPP_004_001
gene_accession_id,MGI:1915472
analysis_id,v4365d2s3y98g82
gene_symbol,Tubb4b
parameter_name,Placenta Size
pvalue,0.852466
mouse_life_stage,Early adult
