gene_symbol,Rhbg
parameter_id,ESLIM_004_001_701
gene_accession_id,MGI:1927379
pvalue,0.8030496
parameter_name,Glucose response AUC
analysis_id,93uvl95ty5yb444
mouse_life_stage,Early adult
mouse_strain,C57BL
