parameter_id,HRWLLA_OFD_020_001
analysis_id,hy3ayt0p1x35x93
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_strain,C57BL
parameter_name,Distance travelled - total
mouse_life_stage,E9.5
pvalue,0.4762047
