gene_symbol,Arpc5l
analysis_id,u0afp070l1fshw1
gene_accession_id,MGI:1921442
mouse_strain,C57BL
parameter_name,Creatinine
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_005_001
pvalue,0.9692367
