gene_symbol,Rab13
analysis_id,i3sf0dxl7tb31w6
parameter_name,center - resting time
pvalue,0.8727658
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_011
mouse_strain,C57BL
gene_accession_id,MGI:1927232
