parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
gene_symbol,Rgs20
mouse_life_stage,Early adult
gene_accession_id,MGI:1929866
pvalue,0.9120785
analysis_id,2m2pziu7dr6t5ml
mouse_strain,C57BL
