gene_symbol,Bmi1
parameter_name,Body position
parameter_id,ESLIM_008_001_001
gene_accession_id,MGI:88174
pvalue,0.6891055
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,yu8av6ied75pg13
