gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_id,MGP_PBI_016_001
mouse_life_stage,E15.5
pvalue,0.5482305
parameter_name,Monocyte percentage
analysis_id,c2g8o5zewi94531
mouse_strain,C57BL
