gene_symbol,Orc2
pvalue,0.2446125
parameter_id,IMPC_ACS_034_001
mouse_life_stage,E9.5
parameter_name,% Pre-pulse inhibition - PPI2
analysis_id,ahs43q33368q32b
gene_accession_id,MGI:1328306
mouse_strain,C57BL
