parameter_name,Whole arena average speed
pvalue,0.6098085
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,3wpl341y5712ob0
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
parameter_id,ESLIM_007_001_005
