parameter_id,IMPC_FEA_107_001
pvalue,0.6429023
gene_symbol,Rhbg
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,ulmgc77o4o710ny
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
gene_accession_id,MGI:1927379
