gene_symbol,Col11a1
mouse_life_stage,Early adult
pvalue,0.978003
mouse_strain,C57BL
parameter_id,IMPC_CSD_051_002
gene_accession_id,MGI:88446
parameter_name,Hindlimb nail - number
analysis_id,e69acd0z372pbk2
