gene_symbol,Amigo1
mouse_strain,C57BL
parameter_name,Vibrissae - appearance
analysis_id,72yimf1tonn6fnj
pvalue,0.9971852
mouse_life_stage,Early adult
gene_accession_id,MGI:2653612
parameter_id,HMGULA_DYS_024_001
