parameter_id,IMPC_XRY_002_001
gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Zygomatic bone
analysis_id,ji9f9j6103u40yk
pvalue,0.5817463
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
