parameter_id,ESLIM_007_001_009
analysis_id,g422m9sc14ar945
gene_accession_id,MGI:2444113
mouse_strain,C57BL
parameter_name,Periphery average speed
pvalue,0.1713044
mouse_life_stage,Early adult
gene_symbol,Nemp2
