parameter_name,Center permanence time
parameter_id,IMPC_OFD_016_001
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_strain,129SV
analysis_id,7587ynj5oaqbr93
mouse_life_stage,Early adult
pvalue,0.4199621
