gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.465384
parameter_id,M-G-P_025_001_030
parameter_name,Magnesium
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
analysis_id,h3p56e8w04b6ufh
