parameter_id,IMPC_CSD_078_001
mouse_strain,C57BL
analysis_id,3zp07bx66zt06d4
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
parameter_name,Vocalization
pvalue,0.6335584
mouse_life_stage,Early adult
