pvalue,0.8600683
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,BMC/Body weight
analysis_id,e584bwnge1wd95c
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
