parameter_id,IMPC_GEO_064_001
mouse_life_stage,Early adult
gene_symbol,Ivd
analysis_id,c8569v2qv1245qw
gene_accession_id,MGI:1929242
mouse_strain,C57BL
pvalue,0.5509011
parameter_name,Edema
