parameter_name,Periphery resting time
gene_accession_id,MGI:1914836
mouse_strain,C57BL
pvalue,0.8595238
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_011_001
gene_symbol,Ubxn11
analysis_id,vwp3iua5m339p3z
