parameter_id,MGP_PBI_016_001
pvalue,0.4490769
parameter_name,Monocyte percentage
gene_symbol,Alkbh3
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,8c45ic6z1bzx2j2
gene_accession_id,MGI:1916363
