gene_symbol,Ahcy
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Cornea
gene_accession_id,MGI:87968
analysis_id,yfy8o3nqea41d8m
pvalue,0.781199
parameter_id,IMPC_EYE_007_001
