gene_symbol,Frmpd1
parameter_name,Ventral coat/hair presence
analysis_id,0chuk8h016u381f
pvalue,0.3123397
gene_accession_id,MGI:2446274
parameter_id,MGP_CSD_025_001
mouse_life_stage,Late adult
mouse_strain,C57BL
