parameter_id,MGP_PBI_014_001
pvalue,0.0699865
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Car13
gene_accession_id,MGI:1931322
analysis_id,m0zwwt74jda90l7
parameter_name,B cell percentage
