parameter_id,JAX_OFD_020_001
parameter_name,Distance travelled - total
analysis_id,149qhtpw15f8ab5
gene_accession_id,MGI:96757
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9874929
gene_symbol,Lcn2
