mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
parameter_id,MGP_MLN_093_001
mouse_strain,C57BL
parameter_name,KLRG1+ NK cells - % of CD45+
analysis_id,771dn1368613v71
pvalue,0.7697351
gene_symbol,Frmpd1
