gene_symbol,Galnt13
gene_accession_id,MGI:2139447
analysis_id,3870v298c96801o
parameter_name,Heart weight
parameter_id,IMPC_HWT_008_001
mouse_strain,C57BL
pvalue,0.1301578
mouse_life_stage,Late adult
