gene_symbol,Mecom
pvalue,0.9606234
gene_accession_id,MGI:95457
parameter_name,Placenta Morphology
analysis_id,ngpm8qj5g448miy
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_GPO_002_001
