parameter_id,MGP_MLN_074_001
mouse_strain,C57BL
analysis_id,3q5207t52d0097w
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:88380
gene_symbol,F2
pvalue,0.5367894
mouse_life_stage,Early adult
