gene_symbol,Dcaf10
gene_accession_id,MGI:2140179
mouse_strain,C57BL
parameter_name,Retina (combined)
mouse_life_stage,Early adult
pvalue,0.3262422
parameter_id,JAXLA_EYE_092_001
analysis_id,9rak9nmgwep4i42
