parameter_id,IMPC_GEP_076_001
parameter_name,Cleft palate
pvalue,0.5865538
mouse_life_stage,Early adult
gene_symbol,Cds2
analysis_id,3g6aej29aa84t4t
mouse_strain,129SV
gene_accession_id,MGI:1332236
