parameter_id,JAX_OFD_014_001
mouse_strain,C57BL
analysis_id,0g097c33z6x2y24
parameter_name,Center distance travelled
gene_accession_id,MGI:1346088
gene_symbol,Cd52
pvalue,0.4520101
mouse_life_stage,Early adult
