parameter_id,IMPC_CBC_012_001
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
parameter_name,Aspartate aminotransferase
pvalue,0.6712754
analysis_id,6df6u479571bi35
gene_symbol,Mecom
mouse_strain,C3H
