gene_symbol,Bmi1
analysis_id,z478tuk98408p7q
parameter_name,Conditioning Baseline % Freezing Time
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.96969
parameter_id,IMPC_FEA_003_001
