mouse_life_stage,Early adult
analysis_id,162attgn91w03mw
mouse_strain,C57BL
pvalue,0.7209557
parameter_id,M-G-P_016_001_001
parameter_name,White blood cell-count
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
