gene_accession_id,MGI:109356
gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_067_001
pvalue,0.6086803
parameter_name,CD11b-low cDC - % of cDC
analysis_id,f907n507jo4i2e6
