parameter_name,Periphery distance travelled
mouse_life_stage,E18.5
analysis_id,3z38wspgoe2166e
gene_accession_id,MGI:1914561
parameter_id,HRWLLA_OFD_010_001
mouse_strain,C57BL
pvalue,0.9952059
gene_symbol,Nanp
