parameter_id,IMPC_ACS_006_001
gene_symbol,Hpca
analysis_id,1u712e7y1d13i55
parameter_name,Response amplitude - S
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.6506851
