parameter_id,IMPC_HEM_027_001
parameter_name,Red blood cell distribution width
analysis_id,lc6qbiam774or34
pvalue,0.8595704
gene_symbol,Hspa5
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
mouse_strain,C57BL
