parameter_name,BMC/Body weight
analysis_id,f1b85736502854j
gene_accession_id,MGI:106659
pvalue,0.80528
parameter_id,JAXLA_DXA_007_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,SPRR1B
