parameter_name,Prepulse inhibition - PP2
gene_accession_id,MGI:1309468
mouse_strain,C57BL
analysis_id,58t9n5gg3qjqne6
pvalue,0.911515
parameter_id,ESLIM_011_001_702
gene_symbol,Casq1
mouse_life_stage,Early adult
