gene_symbol,Dnajc6
pvalue,0.6451577
parameter_id,IMPC_FEA_003_001
analysis_id,2d14f32hb6go454
gene_accession_id,MGI:1919935
mouse_life_stage,Early adult
parameter_name,Conditioning Baseline % Freezing Time
mouse_strain,C57BL
