gene_symbol,Zfp683
mouse_strain,C57BL
gene_accession_id,MGI:3650254
parameter_id,JAXLA_CSD_007_001
analysis_id,8b42n03jmi04417
mouse_life_stage,Early adult
pvalue,0.7694066
parameter_name,Coat - color - abdomen
