parameter_name,Center permanence time
mouse_strain,C57BL
gene_symbol,Mecom
pvalue,0.9885886
parameter_id,JAX_OFD_016_001
gene_accession_id,MGI:95457
mouse_life_stage,E15.5
analysis_id,pj6kc0225f0a9p3
