gene_symbol,Frmpd1
parameter_id,IMPC_EYE_017_001
mouse_strain,C57BL
analysis_id,54yrvwfng4xg1q9
mouse_life_stage,Early adult
pvalue,0.6629665
gene_accession_id,MGI:2446274
parameter_name,Lens Opacity
