gene_symbol,Col6a3
analysis_id,695j64of49q4h6i
mouse_strain,C57BL
parameter_name,Alanine aminotransferase
parameter_id,IMPC_CBC_013_001
mouse_life_stage,Early adult
pvalue,0.3446145
gene_accession_id,MGI:88461
