mouse_life_stage,E9.5
gene_symbol,Dmap1
analysis_id,92t3ozr455dg46u
parameter_name,Retina (combined)
gene_accession_id,MGI:1913483
pvalue,0.6031758
parameter_id,IMPC_EYE_092_002
mouse_strain,C57BL
