gene_symbol,Sass6
parameter_name,Total CD4+ T cells - % of CD45+
analysis_id,rsga54r3mxn1y0p
gene_accession_id,MGI:1920026
mouse_life_stage,E9.5
parameter_id,MGP_IMM_071_001
mouse_strain,C57BL
pvalue,0.1775019
