parameter_name,Prepulse inhibition - PP4
analysis_id,2jw9603dyw2661w
parameter_id,ESLIM_011_001_704
pvalue,0.09384358
gene_accession_id,MGI:1914583
gene_symbol,Stk35
mouse_life_stage,Early adult
mouse_strain,C57BL
