gene_symbol,Mecom
pvalue,0.7166762
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_id,M-G-P_007_001_011
parameter_name,center - resting time
analysis_id,uq756784d97647n
mouse_life_stage,E12.5
