mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.225998
gene_accession_id,MGI:99605
gene_symbol,Cntfr
analysis_id,1c8xr0881m30839
parameter_id,IMPC_CBC_013_001
parameter_name,Alanine aminotransferase
