gene_symbol,Wars2
analysis_id,5238r6b159b70gv
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
parameter_id,MGP_PBI_003_001
mouse_strain,C57BL
parameter_name,CD4+ alpha beta T cell percentage
pvalue,0.666663
