gene_symbol,Cd52
pvalue,0.06700299
parameter_name,center - resting time
mouse_strain,C57BL
analysis_id,732562q6ha09w2a
gene_accession_id,MGI:1346088
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_011
