gene_symbol,Dmap1
mouse_life_stage,Early adult
parameter_name,Effector NK cells - % of CD45+
gene_accession_id,MGI:1913483
analysis_id,88k3623jwm619n9
pvalue,0.9234387
parameter_id,MGP_IMM_099_001
mouse_strain,C57BL
