gene_symbol,Tbl1xr1
pvalue,0.1517514
parameter_id,MGP_BMI_006_001
mouse_strain,C57BL
analysis_id,h904cb5ounbrc9k
gene_accession_id,MGI:2441730
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_life_stage,Late adult
