parameter_id,IMPC_ABR_002_001
mouse_strain,129SV
parameter_name,Click-evoked ABR threshold
analysis_id,m9q7k0gwl16h3kj
pvalue,0.4441777
mouse_life_stage,Early adult
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
