gene_symbol,Snap23
mouse_life_stage,Middle aged adult
analysis_id,07g89681yir66a7
gene_accession_id,MGI:109356
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
parameter_name,Alkaline phosphatase
pvalue,0.8616754
