gene_symbol,Rap2b
mouse_strain,C57BL
gene_accession_id,MGI:1921262
pvalue,0.06859202
parameter_name,Head morphology
parameter_id,MGP_CSD_064_001
analysis_id,4d0phvp1hyj6489
mouse_life_stage,Early adult
