parameter_name,Startle response
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:1916043
pvalue,0.410905
analysis_id,6483c5x19038g5n
gene_symbol,Rab3gap2
mouse_life_stage,Early adult
mouse_strain,C57BL
