parameter_id,MGP_IMM_041_001
gene_accession_id,MGI:1913483
mouse_strain,C57BL
pvalue,0.7269454
gene_symbol,Dmap1
mouse_life_stage,E9.5
parameter_name,Total B cells - % of CD45+
analysis_id,4fr3wo3p919xrh5
